Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Sentiment_mapped,clean_text,tokens,tb_polarity,tb_subjectivity,tb_sentiment
94,96, Bitter experience at the customer service department.   , Bitter       ,2023-02-26 15:00:00, CustomerWoes    , Facebook , #BitterExperience #CustomerService         ,18.0,35.0, USA       ,2023,2,26,15,Neutral,bitter experience customer service department,"['bitter', 'experience', 'customer', 'service', 'department']",-0.1,0.5,Negative
95,97, Finding calmness amidst the chaos of daily life.        , Calmness     ,2023-02-27 09:30:00, CalmSoul        , Twitter  , #Calmness #InnerPeace                      ,15.0,30.0, India     ,2023,2,27,9,Neutral,finding calmness amidst chaos daily life,"['finding', 'calmness', 'amidst', 'chaos', 'daily', 'life']",0.0,0.0,Neutral
96,98, Confusion reigns as I try to make sense of recent events., Confusion    ,2023-02-27 14:20:00, ConfusedMind2   , Instagram , #Confusion #MakingSense                    ,25.0,50.0, UK   ,2023,2,27,14,Neutral,confusion reign try make sense recent event,"['confusion', 'reign', 'try', 'make', 'sense', 'recent', 'event']",0.0,0.25,Neutral
97,99, Excitement building up for a surprise birthday party.   , Excitement   ,2023-02-27 18:45:00, BirthdayExcite  , Facebook , #Excitement #SurpriseParty                 ,22.0,45.0, Canada ,2023,2,27,18,Positive,excitement building surprise birthday party,"['excitement', 'building', 'surprise', 'birthday', 'party']",0.0,0.0,Neutral
98,100, Witnessed an act of kindness that made my day.          , Kind         ,2023-02-28 11:30:00, KindnessObserver, Twitter  , #Kindness #ActsOfKindness                  ,20.0,40.0, USA       ,2023,2,28,11,Neutral,witnessed act kindness made day,"['witnessed', 'act', 'kindness', 'made', 'day']",0.0,0.0,Neutral
99,101, Pride in completing a challenging fitness challenge.    , Pride        ,2023-02-28 16:00:00, FitAchiever     , Instagram , #Pride #FitnessChallengeCompleted          ,30.0,60.0, UK            ,2023,2,28,16,Neutral,pride completing challenging fitness challenge,"['pride', 'completing', 'challenging', 'fitness', 'challenge']",0.5,1.0,Positive
100,102, A moment of shame for not speaking up against injustice., Shame        ,2023-02-28 19:45:00, ReflectiveSelf2 , Facebook , #Shame #Injustice                           ,15.0,30.0, India     ,2023,2,28,19,Negative,moment shame speaking injustice,"['moment', 'shame', 'speaking', 'injustice']",0.0,0.0,Neutral
101,103, Reflecting on the beauty of diversity in our world.     , Acceptance   ,2023-03-01 10:45:00, DiversityLover  , Twitter  , #Acceptance #Diversity                      ,22.0,45.0, Australia ,2023,3,1,10,Neutral,reflecting beauty diversity world,"['reflecting', 'beauty', 'diversity', 'world']",0.0,0.0,Neutral
102,104, Excitement for a quiet evening with a good book.        , Excitement   ,2023-03-01 13:30:00, BookwormJoy     , Instagram , #Excitement #BookTime                       ,18.0,35.0, USA          ,2023,3,1,13,Positive,excitement quiet evening good book,"['excitement', 'quiet', 'evening', 'good', 'book']",0.35,0.4666666666666667,Positive
103,105, Feeling bitter about the unfairness in the workplace.   , Bitter       ,2023-03-01 17:45:00, WorkplaceWoes   , Twitter  , #Bitter #Unfairness                         ,15.0,30.0, Canada    ,2023,3,1,17,Neutral,feeling bitter unfairness workplace,"['feeling', 'bitter', 'unfairness', 'workplace']",-0.1,0.5,Negative
104,106, Calmness prevails as I practice mindfulness.            , Calmness     ,2023-03-02 18:00:00, MindfulMe       , Facebook , #Calmness #Mindfulness                      ,15.0,30.0, UK        ,2023,3,2,18,Neutral,calmness prevails practice mindfulness,"['calmness', 'prevails', 'practice', 'mindfulness']",0.0,0.0,Neutral
105,107, Confusion surrounds me as I navigate through life's choices. , Confusion ,2023-03-02 13:15:00, ConfusedMind3   , Instagram , #Confusion #LifeChoices                     ,30.0,60.0, USA   ,2023,3,2,13,Neutral,confusion surround navigate life choice,"['confusion', 'surround', 'navigate', 'life', 'choice']",0.0,0.0,Neutral
106,108, Excitement for a weekend road trip to explore new places. , Excitement ,2023-03-02 16:45:00, RoadTripper2    , Twitter  , #Excitement #WeekendAdventure               ,25.0,50.0, India     ,2023,3,2,16,Positive,excitement weekend road trip explore new place,"['excitement', 'weekend', 'road', 'trip', 'explore', 'new', 'place']",0.13636363636363635,0.45454545454545453,Positive
107,109, Kindness witnessed today restores my faith in humanity.  , Kind         ,2023-03-03 11:30:00, KindnessPrevails2, Facebook , #Kindness #HumanityRestored                 ,22.0,45.0, USA       ,2023,3,3,11,Neutral,kindness witnessed today restores faith humanity,"['kindness', 'witnessed', 'today', 'restores', 'faith', 'humanity']",0.0,0.0,Neutral
108,110, Pride in accomplishing personal and professional goals.  , Pride        ,2023-03-03 14:30:00, GoalAchiever    , Instagram , #Pride #Accomplishments                     ,12.0,25.0, Canada ,2023,3,3,14,Neutral,pride accomplishing personal professional goal,"['pride', 'accomplishing', 'personal', 'professional', 'goal']",0.05,0.2,Neutral
109,111, Shame for not being true to my values in a difficult situation., Shame ,2023-03-03 12:00:00, ReflectiveSelf3 , Twitter  , #Shame #Integrity                           ,15.0,30.0, UK        ,2023,3,3,12,Negative,shame true value difficult situation,"['shame', 'true', 'value', 'difficult', 'situation']",-0.07500000000000001,0.825,Negative
110,112," Revisiting old memories, feeling a sense of elation. ", Elation       ,2010-05-15 15:30:00, NostalgiaFan    , Twitter  , #Elation #Memories                             ,20.0,40.0, Canada    ,2010,5,15,15,Positive,revisiting old memory feeling sense elation,"['revisiting', 'old', 'memory', 'feeling', 'sense', 'elation']",0.1,0.2,Positive
111,113, The victory of our team brought euphoria to the city. , Euphoria      ,2021-08-10 21:15:00, SportsFanatic   , Instagram , #Euphoria #Victory                             ,15.0,30.0, USA      ,2021,8,10,21,Neutral,victory team brought euphoria city,"['victory', 'team', 'brought', 'euphoria', 'city']",0.0,0.0,Neutral
112,114," Embracing the beauty of nature, a moment of contentment. ", Contentment   ,2011-06-20 14:45:00, NatureLover2    , Facebook , #Contentment #Nature                           ,25.0,50.0, India       ,2011,6,20,14,Positive,embracing beauty nature moment contentment,"['embracing', 'beauty', 'nature', 'moment', 'contentment']",0.0,0.0,Neutral
113,115," Meditating by the serene lake, finding inner peace.   ", Serenity      ,2022-02-12 18:20:00, ZenMaster2      , Twitter  , #Serenity #Meditation                          ,18.0,35.0, UK          ,2022,2,12,18,Positive,meditating serene lake finding inner peace,"['meditating', 'serene', 'lake', 'finding', 'inner', 'peace']",0.0,0.16666666666666666,Neutral
114,116, Overflowing with gratitude for life's blessings.      , Gratitude     ,2012-11-25 10:00:00, ThankfulHeart   , Instagram , #Gratitude #Blessed                            ,30.0,60.0, Australia   ,2012,11,25,10,Positive,overflowing gratitude life blessing,"['overflowing', 'gratitude', 'life', 'blessing']",0.0,0.0,Neutral
115,117," Hopeful for a brighter tomorrow, despite challenges.  ", Hope          ,2013-04-05 19:30:00, OptimisticSoul  , Facebook , #Hope #Optimism                                ,22.0,45.0, USA      ,2013,4,5,19,Positive,hopeful brighter tomorrow despite challenge,"['hopeful', 'brighter', 'tomorrow', 'despite', 'challenge']",0.0,0.0,Neutral
116,118, Empowered to make a difference in my community.        , Empowerment   ,2014-09-14 08:30:00, CommunityLeader , Twitter  , #Empowerment #Community                        ,15.0,30.0, UK       ,2014,9,14,8,Positive,empowered make difference community,"['empowered', 'make', 'difference', 'community']",0.0,0.0,Neutral
117,119, Compassion in action: supporting a local charity event. , Compassion    ,2015-07-18 14:20:00, CharitySupporter, Instagram , #Compassion #CharityEvent                   ,18.0,35.0, Canada ,2015,7,18,14,Neutral,compassion action supporting local charity event,"['compassion', 'action', 'supporting', 'local', 'charity', 'event']",0.11666666666666665,0.11666666666666665,Positive
118,120," A moment of tenderness, connecting with loved ones.    ", Tenderness    ,2016-02-23 19:45:00, LovingHeart     , Facebook , #Tenderness #FamilyTime                       ,25.0,50.0, UK          ,2016,2,23,19,Neutral,moment tenderness connecting loved one,"['moment', 'tenderness', 'connecting', 'loved', 'one']",0.7,0.8,Positive
119,121, Arousal of excitement as I await a special announcement., Arousal       ,2017-10-30 11:30:00, ExcitementFan   , Twitter  , #Arousal #Excitement                           ,20.0,40.0, Australia ,2017,10,30,11,Neutral,arousal excitement await special announcement,"['arousal', 'excitement', 'await', 'special', 'announcement']",0.35714285714285715,0.5714285714285714,Positive
120,122, Enthusiastically diving into a new project.            , Enthusiasm    ,2018-06-15 16:00:00, ProjectEnthusiast, Instagram , #Enthusiasm #NewProject                       ,15.0,30.0, USA  ,2018,6,15,16,Positive,enthusiastically diving new project,"['enthusiastically', 'diving', 'new', 'project']",0.13636363636363635,0.45454545454545453,Positive
121,123, Feeling a sense of fulfillment after reaching a milestone., Fulfillment  ,2019-03-28 18:20:00, MilestoneAchiever, Facebook , #Fulfillment #Milestone                       ,22.0,45.0, India     ,2019,3,28,18,Neutral,feeling sense fulfillment reaching milestone,"['feeling', 'sense', 'fulfillment', 'reaching', 'milestone']",0.0,0.0,Neutral
122,124, Reverence for the beauty of a historic landmark.       , Reverence     ,2019-11-11 15:00:00, HistoryLover    , Twitter  , #Reverence #History                           ,18.0,35.0, UK      ,2019,11,11,15,Neutral,reverence beauty historic landmark,"['reverence', 'beauty', 'historic', 'landmark']",0.0,0.0,Neutral
123,125, Elation after a surprise reunion with old friends.    , Elation       ,2020-04-02 09:30:00, JoyfulReunion2  , Instagram , #Elation #OldFriends                          ,25.0,50.0, Canada      ,2020,4,2,9,Positive,elation surprise reunion old friend,"['elation', 'surprise', 'reunion', 'old', 'friend']",0.1,0.2,Positive
124,126, The euphoria of a live music concert under the stars.  , Euphoria      ,2021-06-19 14:45:00, MusicEnthusiast , Facebook , #Euphoria #LiveMusic                          ,15.0,30.0, USA ,2021,6,19,14,Neutral,euphoria live music concert star,"['euphoria', 'live', 'music', 'concert', 'star']",0.13636363636363635,0.5,Positive
125,127, Contentment in the simplicity of a quiet Sunday.       , Contentment   ,2010-08-15 10:00:00, SimpleJoys      , Twitter  , #Contentment #SundayMood                      ,30.0,60.0, Australia ,2010,8,15,10,Positive,contentment simplicity quiet sunday,"['contentment', 'simplicity', 'quiet', 'sunday']",0.0,0.3333333333333333,Neutral
126,128, Serenity found in the pages of a favorite book.        , Serenity      ,2011-09-22 19:30:00, BookLover3      , Instagram , #Serenity #BookTime                           ,22.0,45.0, UK          ,2011,9,22,19,Positive,serenity found page favorite book,"['serenity', 'found', 'page', 'favorite', 'book']",0.5,1.0,Positive
127,129, Gratitude for the support received during tough times. , Gratitude     ,2012-03-10 08:30:00, SupportiveFriend, Facebook , #Gratitude #Supportive                        ,15.0,30.0, India     ,2012,3,10,8,Positive,gratitude support received tough time,"['gratitude', 'support', 'received', 'tough', 'time']",-0.3888888888888889,0.8333333333333334,Negative
128,130, Hopeful about the possibilities of a new journey.      , Hope          ,2013-12-05 16:00:00, JourneyOptimist , Twitter  , #Hope #NewBeginnings                          ,18.0,35.0, Canada    ,2013,12,5,16,Positive,hopeful possibility new journey,"['hopeful', 'possibility', 'new', 'journey']",0.13636363636363635,0.45454545454545453,Positive
129,131, Empowerment through learning and personal growth.      , Empowerment   ,2014-07-20 11:30:00, GrowthSeeker    , Instagram , #Empowerment #PersonalGrowth                  ,25.0,50.0,USA,2014,7,20,11,Positive,empowerment learning personal growth,"['empowerment', 'learning', 'personal', 'growth']",0.0,0.3,Neutral
130,132, Compassion towards those in need during the holidays.  , Compassion    ,2015-12-22 14:20:00, HolidayHelper   , Facebook , #Compassion #HolidaySupport                   ,18.0,35.0, USA      ,2015,12,22,14,Neutral,compassion towards need holiday,"['compassion', 'towards', 'need', 'holiday']",0.0,0.0,Neutral
131,133, Tenderness in the warmth of a cozy winter evening.     , Tenderness    ,2016-02-10 19:45:00, WinterWarmth    , Twitter  , #Tenderness #CozyEvening                     ,25.0,50.0, UK       ,2016,2,10,19,Neutral,tenderness warmth cozy winter evening,"['tenderness', 'warmth', 'cozy', 'winter', 'evening']",-0.19999999999999998,0.75,Negative
132,134, Arousal of excitement for an upcoming adventure.       , Arousal       ,2017-04-30 11:30:00, AdventureAwaits , Instagram , #Arousal #AdventureTime                       ,20.0,40.0, Australia ,2017,4,30,11,Neutral,arousal excitement upcoming adventure,"['arousal', 'excitement', 'upcoming', 'adventure']",0.0,0.0,Neutral
133,135, Enthusiasm for a creative project in the making.       , Enthusiasm    ,2018-09-15 16:00:00, CreativeSpirit  , Facebook , #Enthusiasm #Creativity                       ,15.0,30.0, Canada    ,2018,9,15,16,Positive,enthusiasm creative project making,"['enthusiasm', 'creative', 'project', 'making']",0.5,1.0,Positive
134,136, Fulfillment in completing a challenging workout routine., Fulfillment  ,2019-06-28 18:20:00, FitnessAchiever , Twitter  , #Fulfillment #FitnessGoals                   ,22.0,45.0, India     ,2019,6,28,18,Neutral,fulfillment completing challenging workout routine,"['fulfillment', 'completing', 'challenging', 'workout', 'routine']",0.5,1.0,Positive
135,137, Reverence for the artistry displayed in a museum.      , Reverence     ,2020-11-11 15:00:00, ArtAppreciator  , Instagram , #Reverence #ArtAppreciation                  ,18.0,35.0, UK        ,2020,11,11,15,Neutral,reverence artistry displayed museum,"['reverence', 'artistry', 'displayed', 'museum']",0.0,0.0,Neutral
136,138, Elation after achieving a personal goal.               , Elation       ,2021-03-02 09:30:00, GoalAchiever2   , Facebook , #Elation #PersonalAchievement                ,25.0,50.0, USA      ,2021,3,2,9,Positive,elation achieving personal goal,"['elation', 'achieving', 'personal', 'goal']",0.0,0.3,Neutral
137,139, Elation over discovering a hidden gem in the city.   , Elation       ,2012-02-18 14:30:00, UrbanExplorer2  , Twitter  , #Elation #HiddenGem                            ,20.0,40.0, USA      ,2012,2,18,14,Positive,elation discovering hidden gem city,"['elation', 'discovering', 'hidden', 'gem', 'city']",-0.16666666666666666,0.3333333333333333,Negative
138,140, The euphoria of a surprise birthday celebration.     , Euphoria      ,2018-11-05 21:45:00, BirthdayJoy     , Instagram , #Euphoria #BirthdaySurprise                   ,15.0,30.0, UK   ,2018,11,5,21,Neutral,euphoria surprise birthday celebration,"['euphoria', 'surprise', 'birthday', 'celebration']",0.0,0.0,Neutral
